route_id,polyline,start_lat,start_lon,end_lat,end_lon,city,road_type_split,intersection_count,curvature_score,distance_km,duration_min,traffic_level,congestion_index,avg_speed_kmph,time_of_day,weekday,elevation_gain_m,elevation_loss_m,avg_slope_pct,last_updated
R000112,,13.003923,77.63318,12.980043,77.591876,Bengaluru,"{""highway"": 0.62, ""urban"": 0.34, ""local"": 0.04}",62,0.008,54.52,125.31,0,66,26.1,morning,Saturday,171.8,85.9,0.32,2025-11-13T11:00:07.339409
R000113,,13.018968,77.634665,13.010662,77.545393,Bengaluru,"{""highway"": 0.37, ""urban"": 0.38, ""local"": 0.25}",79,0.692,40.59,52.08,5,40,46.76,morning,Wednesday,20.0,11.7,0.05,2025-11-13T11:00:07.339434
R000114,,28.56473,77.216911,28.57366,77.204541,Delhi,"{""highway"": 0.32, ""urban"": 0.35, ""local"": 0.33}",82,0.687,35.34,51.31,4,37,41.33,morning,Friday,303.1,119.1,0.86,2025-11-13T11:00:07.339473
R000115,,17.340156,78.483553,17.375628,78.465915,Hyderabad,"{""highway"": 0.02, ""urban"": 0.31, ""local"": 0.67}",21,0.713,15.84,27.65,3,38,34.37,evening,Tuesday,295.3,81.9,1.86,2025-11-13T11:00:07.339498
R000116,,19.0841,72.916548,19.090177,72.910492,Mumbai,"{""highway"": 0.57, ""urban"": 0.43, ""local"": 0.0}",134,0.976,57.79,118.89,1,7,29.16,morning,Tuesday,336.6,147.8,0.58,2025-11-13T11:00:07.339526
R000117,,13.119594,80.287069,13.049389,80.274506,Chennai,"{""highway"": 0.69, ""urban"": 0.24, ""local"": 0.07}",21,0.274,22.46,35.39,2,72,38.08,afternoon,Thursday,230.0,203.1,1.02,2025-11-13T11:00:07.339552
R000118,,17.365301,78.533885,17.431256,78.532365,Hyderabad,"{""highway"": 0.48, ""urban"": 0.34, ""local"": 0.18}",79,0.554,45.42,131.87,2,36,20.67,afternoon,Monday,332.7,123.3,0.73,2025-11-13T11:00:07.339576
R000119,,18.518279,73.817821,18.477622,73.843716,Pune,"{""highway"": 0.19, ""urban"": 0.67, ""local"": 0.14}",18,0.133,35.86,100.54,0,93,21.4,evening,Sunday,142.6,126.9,0.4,2025-11-13T11:00:07.339601
R000120,,13.01112,77.628788,12.99756,77.590552,Bengaluru,"{""highway"": 0.55, ""urban"": 0.22, ""local"": 0.23}",14,0.629,34.85,96.31,2,36,21.71,afternoon,Wednesday,249.7,39.2,0.72,2025-11-13T11:00:07.339625
R000121,,13.039596,80.261828,13.132227,80.2299,Chennai,"{""highway"": 0.61, ""urban"": 0.23, ""local"": 0.16}",108,0.472,57.36,74.84,2,62,45.99,afternoon,Monday,239.2,68.3,0.42,2025-11-13T11:00:07.339650
R000122,,28.637684,77.213871,28.575781,77.170169,Delhi,"{""highway"": 0.02, ""urban"": 0.79, ""local"": 0.19}",51,0.462,18.08,39.66,5,20,27.35,morning,Wednesday,230.4,128.4,1.27,2025-11-13T11:00:07.339675
R000123,,17.375684,78.523935,17.344739,78.471832,Hyderabad,"{""highway"": 0.63, ""urban"": 0.32, ""local"": 0.05}",4,0.215,3.47,9.65,2,48,21.58,morning,Sunday,338.6,0.8,9.76,2025-11-13T11:00:07.339702
R000124,,12.932834,77.5724,12.931975,77.547074,Bengaluru,"{""highway"": 0.63, ""urban"": 0.26, ""local"": 0.11}",9,0.62,5.48,11.7,5,5,28.1,evening,Thursday,51.1,8.8,0.93,2025-11-13T11:00:07.339727
R000125,,13.121406,80.27161,13.070563,80.271628,Chennai,"{""highway"": 0.45, ""urban"": 0.5, ""local"": 0.05}",27,0.067,44.51,66.28,5,89,40.29,morning,Thursday,246.0,146.5,0.55,2025-11-13T11:00:07.339753
R000126,,18.52989,73.807635,18.55057,73.813608,Pune,"{""highway"": 0.6, ""urban"": 0.21, ""local"": 0.19}",27,0.906,47.34,146.95,5,83,19.33,evening,Tuesday,236.3,164.4,0.5,2025-11-13T11:00:07.339778
R000127,,12.993968,77.634989,12.94208,77.594159,Bengaluru,"{""highway"": 0.44, ""urban"": 0.43, ""local"": 0.13}",60,0.394,54.08,112.95,4,59,28.73,evening,Wednesday,61.1,2.1,0.11,2025-11-13T11:00:07.339809
R000128,,19.076165,72.855986,19.055358,72.856717,Mumbai,"{""highway"": 0.38, ""urban"": 0.31, ""local"": 0.31}",76,0.616,48.57,92.18,3,92,31.61,morning,Saturday,188.3,116.9,0.39,2025-11-13T11:00:07.339848
R000129,,13.106246,80.252207,13.090592,80.245054,Chennai,"{""highway"": 0.66, ""urban"": 0.2, ""local"": 0.14}",8,0.104,5.98,7.19,5,25,49.9,evening,Sunday,114.1,42.6,1.91,2025-11-13T11:00:07.339886
R000130,,13.12081,80.278675,13.098328,80.282097,Chennai,"{""highway"": 0.66, ""urban"": 0.25, ""local"": 0.09}",15,0.136,12.58,51.95,3,91,14.53,afternoon,Wednesday,31.4,14.2,0.25,2025-11-13T11:00:07.339912
R000131,,19.097744,72.895389,19.035182,72.923436,Mumbai,"{""highway"": 0.6, ""urban"": 0.21, ""local"": 0.19}",63,0.892,29.51,38.38,0,95,46.13,afternoon,Thursday,184.7,106.6,0.63,2025-11-13T11:00:07.339937
R000132,,28.606118,77.229562,28.602828,77.215285,Delhi,"{""highway"": 0.59, ""urban"": 0.27, ""local"": 0.14}",23,0.309,10.65,18.78,3,37,34.03,evening,Saturday,249.4,194.6,2.34,2025-11-13T11:00:07.339962
R000133,,13.057328,80.237071,13.09968,80.30693,Chennai,"{""highway"": 0.55, ""urban"": 0.37, ""local"": 0.08}",21,0.012,10.24,29.41,4,51,20.89,afternoon,Saturday,232.1,10.1,2.27,2025-11-13T11:00:07.339998
R000134,,19.053491,72.84493,19.08564,72.892776,Mumbai,"{""highway"": 0.33, ""urban"": 0.25, ""local"": 0.42}",6,0.204,4.12,10.32,3,78,23.95,afternoon,Saturday,10.3,9.9,0.25,2025-11-13T11:00:07.340025
R000135,,18.481682,73.877696,18.495334,73.826987,Pune,"{""highway"": 0.13, ""urban"": 0.6, ""local"": 0.27}",131,0.439,53.84,84.0,2,12,38.46,evening,Thursday,217.4,33.1,0.4,2025-11-13T11:00:07.340050
R000136,,18.511063,73.873086,18.505558,73.87165,Pune,"{""highway"": 0.14, ""urban"": 0.27, ""local"": 0.59}",12,0.102,25.63,39.15,1,12,39.28,morning,Friday,65.5,5.1,0.26,2025-11-13T11:00:07.340076
R000137,,13.038357,80.276192,13.130759,80.296035,Chennai,"{""highway"": 0.29, ""urban"": 0.67, ""local"": 0.04}",26,0.268,18.86,31.93,1,49,35.44,afternoon,Friday,40.4,21.7,0.21,2025-11-13T11:00:07.340114
R000138,,19.066368,72.854813,19.103004,72.898993,Mumbai,"{""highway"": 0.59, ""urban"": 0.34, ""local"": 0.07}",12,0.05,16.54,54.13,4,13,18.33,morning,Saturday,71.9,34.2,0.43,2025-11-13T11:00:07.340141
R000139,,28.644733,77.172127,28.625664,77.160304,Delhi,"{""highway"": 0.51, ""urban"": 0.21, ""local"": 0.28}",48,0.682,55.2,96.33,2,47,34.38,morning,Saturday,313.5,72.8,0.57,2025-11-13T11:00:07.340166
R000140,,13.1124,80.301236,13.130045,80.233101,Chennai,"{""highway"": 0.07, ""urban"": 0.83, ""local"": 0.1}",84,0.52,37.91,85.99,5,14,26.45,afternoon,Sunday,306.4,226.9,0.81,2025-11-13T11:00:07.340192
R000141,,28.63184,77.159212,28.592769,77.164869,Delhi,"{""highway"": 0.6, ""urban"": 0.3, ""local"": 0.1}",5,0.407,3.72,8.48,1,54,26.32,afternoon,Monday,302.3,137.9,8.13,2025-11-13T11:00:07.340219
R000142,,28.578416,77.203999,28.653942,77.24894,Delhi,"{""highway"": 0.23, ""urban"": 0.57, ""local"": 0.2}",42,0.824,16.66,18.31,5,82,54.59,morning,Friday,298.8,214.3,1.79,2025-11-13T11:00:07.340243
R000143,,17.399381,78.503086,17.370218,78.45837,Hyderabad,"{""highway"": 0.51, ""urban"": 0.47, ""local"": 0.02}",63,0.54,28.15,50.52,1,96,33.43,morning,Friday,330.7,145.1,1.17,2025-11-13T11:00:07.340271
R000144,,28.598801,77.220707,28.63655,77.162653,Delhi,"{""highway"": 0.19, ""urban"": 0.32, ""local"": 0.49}",91,0.848,56.29,102.59,5,36,32.92,morning,Tuesday,250.7,59.9,0.45,2025-11-13T11:00:07.340304
R000145,,19.064172,72.856212,19.069643,72.921533,Mumbai,"{""highway"": 0.11, ""urban"": 0.34, ""local"": 0.55}",98,0.839,54.69,103.35,5,91,31.75,morning,Sunday,343.6,187.7,0.63,2025-11-13T11:00:07.340431
R000146,,19.097926,72.892256,19.108018,72.901965,Mumbai,"{""highway"": 0.2, ""urban"": 0.34, ""local"": 0.46}",83,0.928,58.46,83.13,0,25,42.19,afternoon,Thursday,349.9,104.5,0.6,2025-11-13T11:00:07.340468
R000147,,12.94547,77.587459,12.964064,77.560031,Bengaluru,"{""highway"": 0.33, ""urban"": 0.36, ""local"": 0.31}",108,0.952,41.99,62.6,2,41,40.25,morning,Sunday,61.8,50.2,0.15,2025-11-13T11:00:07.340506
R000148,,18.568689,73.856546,18.529761,73.807828,Pune,"{""highway"": 0.47, ""urban"": 0.47, ""local"": 0.06}",2,0.118,5.16,15.18,0,21,20.4,morning,Wednesday,133.9,132.0,2.59,2025-11-13T11:00:07.340539
R000149,,28.626682,77.235947,28.595683,77.240884,Delhi,"{""highway"": 0.02, ""urban"": 0.68, ""local"": 0.3}",88,0.654,53.3,118.17,1,48,27.06,morning,Friday,173.3,161.2,0.33,2025-11-13T11:00:07.340574
R000150,,17.388492,78.477583,17.403602,78.477487,Hyderabad,"{""highway"": 0.1, ""urban"": 0.42, ""local"": 0.48}",76,0.006,48.78,104.02,1,83,28.14,afternoon,Wednesday,175.8,93.6,0.36,2025-11-13T11:00:07.340601
R000151,,18.56823,73.841676,18.537782,73.821364,Pune,"{""highway"": 0.43, ""urban"": 0.24, ""local"": 0.33}",131,0.705,47.7,87.47,4,76,32.72,afternoon,Friday,102.7,58.1,0.22,2025-11-13T11:00:07.340626
R000152,,17.360126,78.536235,17.374877,78.450049,Hyderabad,"{""highway"": 0.56, ""urban"": 0.33, ""local"": 0.11}",59,0.044,48.25,106.33,3,82,27.23,morning,Wednesday,165.8,71.8,0.34,2025-11-13T11:00:07.340652
R000153,,17.369241,78.489289,17.40449,78.462328,Hyderabad,"{""highway"": 0.14, ""urban"": 0.68, ""local"": 0.18}",70,0.02,44.34,148.01,3,85,17.97,afternoon,Monday,292.7,141.9,0.66,2025-11-13T11:00:07.340677
R000154,,19.117406,72.832324,19.108575,72.846895,Mumbai,"{""highway"": 0.36, ""urban"": 0.52, ""local"": 0.12}",89,0.136,39.18,120.31,4,31,19.54,morning,Tuesday,300.5,30.5,0.77,2025-11-13T11:00:07.340703
R000155,,13.094893,80.260605,13.124504,80.271117,Chennai,"{""highway"": 0.49, ""urban"": 0.42, ""local"": 0.09}",12,0.854,5.36,11.36,1,94,28.31,evening,Monday,171.2,80.1,3.19,2025-11-13T11:00:07.340729
R000156,,18.539474,73.856837,18.539501,73.880182,Pune,"{""highway"": 0.22, ""urban"": 0.3, ""local"": 0.48}",4,0.219,3.33,8.35,3,9,23.93,evening,Sunday,168.7,155.5,5.07,2025-11-13T11:00:07.340754
R000157,,13.111527,80.284692,13.075812,80.315809,Chennai,"{""highway"": 0.49, ""urban"": 0.48, ""local"": 0.03}",85,0.553,32.3,47.92,2,50,40.44,afternoon,Friday,52.9,33.1,0.16,2025-11-13T11:00:07.340779
R000158,,17.398808,78.510491,17.40397,78.442131,Hyderabad,"{""highway"": 0.64, ""urban"": 0.32, ""local"": 0.04}",7,0.206,47.53,104.56,1,19,27.27,morning,Monday,331.4,70.5,0.7,2025-11-13T11:00:07.340803
R000159,,18.554515,73.905982,18.526038,73.895709,Pune,"{""highway"": 0.17, ""urban"": 0.35, ""local"": 0.48}",156,0.927,52.3,99.9,0,51,31.41,evening,Saturday,225.4,143.9,0.43,2025-11-13T11:00:07.340829
R000160,,19.116662,72.886893,19.038762,72.897817,Mumbai,"{""highway"": 0.64, ""urban"": 0.29, ""local"": 0.07}",19,0.549,56.35,92.68,4,85,36.48,morning,Tuesday,211.7,71.4,0.38,2025-11-13T11:00:07.340853
R000161,,18.537455,73.807258,18.532121,73.834307,Pune,"{""highway"": 0.24, ""urban"": 0.41, ""local"": 0.35}",106,0.285,41.01,62.04,2,85,39.66,evening,Sunday,73.4,19.8,0.18,2025-11-13T11:00:07.340880
R000162,,28.655844,77.201172,28.635318,77.189723,Delhi,"{""highway"": 0.22, ""urban"": 0.54, ""local"": 0.24}",45,0.533,31.64,50.89,0,26,37.3,morning,Wednesday,94.7,18.6,0.3,2025-11-13T11:00:07.340922
R000163,,19.108314,72.845911,19.105698,72.857412,Mumbai,"{""highway"": 0.29, ""urban"": 0.44, ""local"": 0.27}",59,0.922,33.5,112.03,5,19,17.94,afternoon,Sunday,137.8,58.4,0.41,2025-11-13T11:00:07.340948
R000164,,18.541716,73.820527,18.553291,73.844012,Pune,"{""highway"": 0.34, ""urban"": 0.21, ""local"": 0.45}",38,0.351,50.59,126.43,5,71,24.01,evening,Saturday,158.5,119.3,0.31,2025-11-13T11:00:07.340974
R000165,,13.047123,80.26782,13.06937,80.260348,Chennai,"{""highway"": 0.1, ""urban"": 0.25, ""local"": 0.65}",2,0.555,6.89,25.56,3,11,16.17,afternoon,Thursday,290.4,46.6,4.21,2025-11-13T11:00:07.340999
R000166,,13.090852,80.313254,13.109427,80.320186,Chennai,"{""highway"": 0.66, ""urban"": 0.29, ""local"": 0.05}",50,0.216,23.01,35.03,0,74,39.41,morning,Monday,135.4,3.3,0.59,2025-11-13T11:00:07.341024
R000167,,19.097561,72.844633,19.081082,72.902596,Mumbai,"{""highway"": 0.1, ""urban"": 0.25, ""local"": 0.65}",41,0.001,21.47,71.71,3,34,17.96,evening,Thursday,170.7,92.4,0.8,2025-11-13T11:00:07.341049
R000168,,13.061279,80.230677,13.116445,80.290593,Chennai,"{""highway"": 0.52, ""urban"": 0.33, ""local"": 0.15}",159,0.408,58.39,146.25,3,5,23.95,evening,Thursday,189.6,110.8,0.32,2025-11-13T11:00:07.341086
R000169,,28.60462,77.237111,28.640621,77.2471,Delhi,"{""highway"": 0.43, ""urban"": 0.42, ""local"": 0.15}",104,0.04,45.18,95.59,5,97,28.36,morning,Monday,168.7,113.8,0.37,2025-11-13T11:00:07.341112
R000170,,13.05816,80.227661,13.043791,80.292635,Chennai,"{""highway"": 0.54, ""urban"": 0.28, ""local"": 0.18}",119,0.998,41.1,73.11,2,67,33.73,morning,Saturday,315.3,60.9,0.77,2025-11-13T11:00:07.341137
R000171,,18.494112,73.832702,18.536663,73.838894,Pune,"{""highway"": 0.68, ""urban"": 0.25, ""local"": 0.07}",6,0.374,2.0,2.74,3,60,43.8,evening,Sunday,18.0,11.9,0.9,2025-11-13T11:00:07.341167
R000172,,17.422525,78.453476,17.424908,78.518304,Hyderabad,"{""highway"": 0.52, ""urban"": 0.39, ""local"": 0.09}",24,0.406,19.11,22.56,2,30,50.82,morning,Thursday,65.6,25.1,0.34,2025-11-13T11:00:07.341203
R000173,,17.367407,78.482956,17.360616,78.524814,Hyderabad,"{""highway"": 0.62, ""urban"": 0.21, ""local"": 0.17}",117,0.274,46.28,82.66,0,77,33.59,afternoon,Tuesday,7.4,6.7,0.02,2025-11-13T11:00:07.341229
R000174,,19.032246,72.878516,19.096018,72.91643,Mumbai,"{""highway"": 0.27, ""urban"": 0.59, ""local"": 0.14}",15,0.539,39.85,84.78,2,79,28.2,afternoon,Friday,132.5,79.1,0.33,2025-11-13T11:00:07.341257
R000175,,13.104379,80.240718,13.066099,80.272657,Chennai,"{""highway"": 0.4, ""urban"": 0.42, ""local"": 0.18}",27,0.194,10.4,25.19,3,51,24.77,afternoon,Friday,115.6,21.6,1.11,2025-11-13T11:00:07.341283
R000176,,18.559906,73.884975,18.544929,73.89515,Pune,"{""highway"": 0.63, ""urban"": 0.28, ""local"": 0.09}",84,0.805,50.38,68.65,5,59,44.03,afternoon,Thursday,202.4,168.6,0.4,2025-11-13T11:00:07.341307
R000177,,17.406797,78.439567,17.342326,78.477924,Hyderabad,"{""highway"": 0.45, ""urban"": 0.37, ""local"": 0.18}",121,0.366,57.49,101.17,1,66,34.1,evening,Thursday,193.1,109.3,0.34,2025-11-13T11:00:07.341332
R000178,,17.365752,78.534348,17.398735,78.469283,Hyderabad,"{""highway"": 0.51, ""urban"": 0.23, ""local"": 0.26}",3,0.331,6.64,14.97,1,26,26.61,afternoon,Tuesday,167.1,54.1,2.52,2025-11-13T11:00:07.341368
R000179,,12.958079,77.561244,12.993371,77.593904,Bengaluru,"{""highway"": 0.45, ""urban"": 0.45, ""local"": 0.1}",48,0.9,29.73,81.91,4,70,21.78,morning,Friday,301.5,177.2,1.01,2025-11-13T11:00:07.341394
R000180,,18.558137,73.882094,18.566135,73.832278,Pune,"{""highway"": 0.42, ""urban"": 0.2, ""local"": 0.38}",55,0.138,51.78,108.21,3,9,28.71,afternoon,Tuesday,157.7,13.6,0.3,2025-11-13T11:00:07.341420
R000181,,19.122395,72.87117,19.052959,72.926267,Mumbai,"{""highway"": 0.11, ""urban"": 0.25, ""local"": 0.64}",7,0.465,3.9,8.47,1,61,27.63,evening,Saturday,156.0,78.3,4.0,2025-11-13T11:00:07.341445
R000182,,12.925646,77.546997,12.964603,77.601752,Bengaluru,"{""highway"": 0.41, ""urban"": 0.46, ""local"": 0.13}",125,0.439,55.11,152.99,2,79,21.61,evening,Wednesday,7.1,1.1,0.01,2025-11-13T11:00:07.341470
R000183,,17.369204,78.512005,17.363543,78.438764,Hyderabad,"{""highway"": 0.57, ""urban"": 0.31, ""local"": 0.12}",63,0.189,24.31,54.15,4,19,26.94,evening,Saturday,325.5,191.2,1.34,2025-11-13T11:00:07.341495
R000184,,12.971125,77.596497,13.00394,77.579917,Bengaluru,"{""highway"": 0.67, ""urban"": 0.21, ""local"": 0.12}",23,0.268,27.22,54.58,5,40,29.92,evening,Friday,139.1,133.7,0.51,2025-11-13T11:00:07.341539
R000185,,13.056215,80.253571,13.116024,80.237004,Chennai,"{""highway"": 0.46, ""urban"": 0.49, ""local"": 0.05}",51,0.861,19.43,33.06,2,96,35.26,afternoon,Wednesday,54.0,23.5,0.28,2025-11-13T11:00:07.341575
R000186,,28.61668,77.249475,28.591839,77.237637,Delhi,"{""highway"": 0.06, ""urban"": 0.43, ""local"": 0.51}",43,0.622,16.22,35.81,4,55,27.18,morning,Wednesday,283.1,117.9,1.75,2025-11-13T11:00:07.341600
R000187,,13.018335,77.573262,12.99481,77.571108,Bengaluru,"{""highway"": 0.03, ""urban"": 0.58, ""local"": 0.39}",141,0.722,52.54,77.0,4,25,40.94,evening,Sunday,279.0,244.2,0.53,2025-11-13T11:00:07.341638
R000188,,18.490616,73.837696,18.566036,73.866277,Pune,"{""highway"": 0.11, ""urban"": 0.41, ""local"": 0.48}",51,0.974,39.46,90.45,1,58,26.18,evening,Sunday,312.9,200.1,0.79,2025-11-13T11:00:07.341664
R000189,,18.488098,73.892778,18.521534,73.847512,Pune,"{""highway"": 0.11, ""urban"": 0.62, ""local"": 0.27}",15,0.923,25.13,56.76,1,56,26.56,morning,Wednesday,293.1,179.8,1.17,2025-11-13T11:00:07.341688
R000190,,28.661639,77.196802,28.609302,77.185775,Delhi,"{""highway"": 0.03, ""urban"": 0.46, ""local"": 0.51}",116,0.552,41.13,114.27,3,95,21.6,morning,Tuesday,3.9,3.4,0.01,2025-11-13T11:00:07.341713
R000191,,13.089133,80.309958,13.11583,80.276484,Chennai,"{""highway"": 0.36, ""urban"": 0.42, ""local"": 0.22}",19,0.833,20.24,64.33,1,15,18.88,morning,Saturday,109.9,20.6,0.54,2025-11-13T11:00:07.341738
R000192,,13.034789,80.265925,13.102226,80.242815,Chennai,"{""highway"": 0.44, ""urban"": 0.29, ""local"": 0.27}",15,0.429,8.53,21.85,1,77,23.42,evening,Sunday,321.3,99.0,3.77,2025-11-13T11:00:07.341762
R000193,,28.596896,77.236304,28.569599,77.213175,Delhi,"{""highway"": 0.3, ""urban"": 0.67, ""local"": 0.03}",13,0.319,5.62,12.53,3,40,26.91,afternoon,Tuesday,29.1,16.8,0.52,2025-11-13T11:00:07.341789
R000194,,18.562255,73.877707,18.476993,73.845738,Pune,"{""highway"": 0.64, ""urban"": 0.36, ""local"": 0.0}",60,0.12,48.62,112.92,0,36,25.83,evening,Wednesday,332.6,159.0,0.68,2025-11-13T11:00:07.341813
R000195,,13.048027,80.280931,13.111376,80.314937,Chennai,"{""highway"": 0.68, ""urban"": 0.22, ""local"": 0.1}",14,0.188,26.3,66.58,2,17,23.7,afternoon,Saturday,197.7,32.5,0.75,2025-11-13T11:00:07.341836
R000196,,13.004587,77.578139,12.937823,77.574946,Bengaluru,"{""highway"": 0.0, ""urban"": 0.35, ""local"": 0.65}",38,0.712,56.12,126.97,2,76,26.52,evening,Thursday,38.3,21.7,0.07,2025-11-13T11:00:07.341861
R000197,,19.09726,72.870382,19.110402,72.919034,Mumbai,"{""highway"": 0.68, ""urban"": 0.31, ""local"": 0.01}",36,0.451,14.31,25.09,2,97,34.22,morning,Thursday,126.4,42.4,0.88,2025-11-13T11:00:07.341885
R000198,,13.109735,80.280043,13.062299,80.27818,Chennai,"{""highway"": 0.12, ""urban"": 0.29, ""local"": 0.59}",13,0.059,23.21,42.6,5,72,32.69,afternoon,Tuesday,206.8,110.7,0.89,2025-11-13T11:00:07.341911
R000199,,19.080826,72.875582,19.081586,72.844079,Mumbai,"{""highway"": 0.69, ""urban"": 0.29, ""local"": 0.02}",17,0.061,10.87,20.25,1,29,32.21,afternoon,Saturday,186.3,37.8,1.71,2025-11-13T11:00:07.341936
R000200,,12.958306,77.624373,12.945348,77.628544,Bengaluru,"{""highway"": 0.3, ""urban"": 0.32, ""local"": 0.38}",14,0.323,7.29,7.16,0,68,61.09,evening,Thursday,83.9,3.5,1.15,2025-11-13T11:00:07.341965
R000201,,28.663023,77.233007,28.582794,77.209846,Delhi,"{""highway"": 0.53, ""urban"": 0.23, ""local"": 0.24}",72,0.005,35.79,104.54,1,68,20.54,evening,Friday,114.2,10.4,0.32,2025-11-13T11:00:07.342005
R000202,,18.471329,73.884596,18.531672,73.83335,Pune,"{""highway"": 0.47, ""urban"": 0.27, ""local"": 0.26}",2,0.463,8.1,10.23,3,36,47.51,afternoon,Tuesday,23.9,11.7,0.3,2025-11-13T11:00:07.342032
R000203,,17.409602,78.459462,17.373277,78.522623,Hyderabad,"{""highway"": 0.33, ""urban"": 0.28, ""local"": 0.39}",109,0.005,36.57,91.75,2,86,23.91,evening,Sunday,111.2,34.3,0.3,2025-11-13T11:00:07.342057
R000204,,18.536948,73.898374,18.500651,73.830743,Pune,"{""highway"": 0.48, ""urban"": 0.41, ""local"": 0.11}",125,0.303,55.6,160.95,3,90,20.73,afternoon,Wednesday,152.9,77.3,0.28,2025-11-13T11:00:07.342082
R000205,,17.412011,78.505191,17.340644,78.476419,Hyderabad,"{""highway"": 0.22, ""urban"": 0.47, ""local"": 0.31}",6,0.206,14.39,31.29,5,51,27.59,evening,Wednesday,166.5,105.1,1.16,2025-11-13T11:00:07.342108
R000206,,19.124546,72.908791,19.033689,72.848564,Mumbai,"{""highway"": 0.47, ""urban"": 0.4, ""local"": 0.13}",5,0.87,2.19,5.33,4,46,24.65,morning,Tuesday,224.1,115.6,10.23,2025-11-13T11:00:07.342145
R000207,,17.419455,78.47878,17.429153,78.474052,Hyderabad,"{""highway"": 0.44, ""urban"": 0.39, ""local"": 0.17}",28,0.107,26.0,73.16,2,30,21.32,morning,Thursday,217.3,19.9,0.84,2025-11-13T11:00:07.342171
R000208,,12.998934,77.577127,12.947426,77.615403,Bengaluru,"{""highway"": 0.59, ""urban"": 0.26, ""local"": 0.15}",37,0.669,21.49,34.56,4,98,37.31,afternoon,Monday,230.7,71.9,1.07,2025-11-13T11:00:07.342195
R000209,,19.057706,72.85931,19.082873,72.833505,Mumbai,"{""highway"": 0.41, ""urban"": 0.54, ""local"": 0.05}",4,0.02,31.85,42.04,4,60,45.46,morning,Tuesday,179.1,121.2,0.56,2025-11-13T11:00:07.342221
R000210,,17.410266,78.460183,17.434611,78.509516,Hyderabad,"{""highway"": 0.07, ""urban"": 0.84, ""local"": 0.09}",83,0.98,55.37,78.67,5,14,42.23,morning,Thursday,127.0,114.9,0.23,2025-11-13T11:00:07.342258
R000211,,19.115454,72.921193,19.063178,72.860967,Mumbai,"{""highway"": 0.5, ""urban"": 0.31, ""local"": 0.19}",92,0.549,44.95,80.66,0,60,33.44,afternoon,Tuesday,52.5,20.4,0.12,2025-11-13T11:00:07.342283
R000212,,17.407599,78.48682,17.368368,78.534044,Hyderabad,"{""highway"": 0.14, ""urban"": 0.81, ""local"": 0.05}",4,0.233,17.94,42.34,2,38,25.42,morning,Monday,344.9,320.7,1.92,2025-11-13T11:00:07.342310
R000213,,18.543216,73.864975,18.525457,73.876739,Pune,"{""highway"": 0.61, ""urban"": 0.22, ""local"": 0.17}",2,0.152,11.24,22.16,1,20,30.43,evening,Monday,218.9,120.8,1.95,2025-11-13T11:00:07.342334
R000214,,18.488861,73.813341,18.552069,73.843277,Pune,"{""highway"": 0.64, ""urban"": 0.33, ""local"": 0.03}",135,0.452,45.1,95.09,4,49,28.46,afternoon,Wednesday,15.5,12.8,0.03,2025-11-13T11:00:07.342359
R000215,,13.090659,80.228848,13.094504,80.299237,Chennai,"{""highway"": 0.62, ""urban"": 0.3, ""local"": 0.08}",7,0.049,19.21,25.74,4,58,44.78,evening,Wednesday,210.7,37.6,1.1,2025-11-13T11:00:07.342382
R000216,,12.989561,77.58486,13.010426,77.61121,Bengaluru,"{""highway"": 0.47, ""urban"": 0.28, ""local"": 0.25}",30,0.579,46.62,186.88,2,68,14.97,evening,Thursday,175.2,112.0,0.38,2025-11-13T11:00:07.342410
R000217,,28.602314,77.16028,28.594626,77.226604,Delhi,"{""highway"": 0.01, ""urban"": 0.86, ""local"": 0.13}",95,0.387,34.28,58.53,1,33,35.14,evening,Sunday,31.9,16.3,0.09,2025-11-13T11:00:07.342446
R000218,,13.102276,80.284565,13.046281,80.251674,Chennai,"{""highway"": 0.6, ""urban"": 0.33, ""local"": 0.07}",111,0.833,43.31,85.15,4,69,30.52,evening,Sunday,206.5,118.7,0.48,2025-11-13T11:00:07.342471
R000219,,13.114352,80.25652,13.07486,80.288784,Chennai,"{""highway"": 0.2, ""urban"": 0.39, ""local"": 0.41}",63,0.156,54.75,126.63,5,87,25.94,evening,Friday,320.1,317.6,0.58,2025-11-13T11:00:07.342495
R000220,,19.089128,72.834009,19.064956,72.89676,Mumbai,"{""highway"": 0.31, ""urban"": 0.68, ""local"": 0.01}",95,0.736,52.15,63.58,1,97,49.21,evening,Saturday,227.4,226.3,0.44,2025-11-13T11:00:07.342520
R000221,,12.95193,77.596433,12.980709,77.639326,Bengaluru,"{""highway"": 0.0, ""urban"": 0.47, ""local"": 0.53}",44,0.611,36.84,67.98,1,13,32.52,afternoon,Thursday,189.7,106.7,0.51,2025-11-13T11:00:07.342545
